id,result,prev_position,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
3095,W,,2024-01-12,3,JAI,38,8,HYD,35,,Jaipur Pink Panthers Won by 3 Pts,3
3097,W,,2024-01-13,3,JAI,36,7,PUNE,34,,Jaipur Pink Panthers Won by 2 Pts,3
3102,W,,2024-01-15,3,JAI,31,5,MUM,29,,Jaipur Pink Panthers Won by 2 Pts,3
3105,W,,2024-01-17,3,JAI,37,28,HAR,27,,Jaipur Pink Panthers Won by 10 Pts,3
3112,W,,2024-01-22,3,JAI,42,4,KOL,25,,Jaipur Pink Panthers Won by 17 Pts,3
3121,,,2024-01-28,3,JAI,28,1,BLR,28,,,3
3127,W,,2024-01-31,3,JAI,42,29,CHE,27,,Jaipur Pink Panthers Won by 15 Pts,3
3134,L,,2024-02-05,3,JAI,33,6,PAT,36,,Patna Pirates Won by 3 Pts,3
3138,W,,2024-02-07,2,DEL,22,3,JAI,27,,Jaipur Pink Panthers Won by 5 Pts,3
3145,W,,2024-02-12,30,UP,30,3,JAI,67,,Jaipur Pink Panthers Won by 37 Pts,3
3151,W,,2024-02-16,8,HYD,44,3,JAI,51,,Jaipur Pink Panthers Won by 7 Pts,3
3156,W,,2024-02-19,31,GUJ,36,3,JAI,45,,Jaipur Pink Panthers Won by 9 Pts,3
3164,L,,2024-02-28,3,JAI,27,28,HAR,31,,Haryana Steelers Won by 4 Pts,3
3031,L,,2023-12-03,29,CHE,42,2,DEL,31,,Tamil Thalaivas Won by 11 Pts,2
3040,W,,2023-12-08,1,BLR,31,2,DEL,38,,Dabang Delhi K.C. Won by 7 Pts,2
3045,L,,2023-12-10,2,DEL,33,28,HAR,35,,Haryana Steelers Won by 2 Pts,2
3054,W,,2023-12-16,8,HYD,40,2,DEL,51,,Dabang Delhi K.C. Won by 11 Pts,2
3058,L,,2023-12-18,7,PUNE,30,2,DEL,23,,Puneri Paltan Won by 7 Pts,2
3068,W,,2023-12-25,4,KOL,29,2,DEL,38,,Dabang Delhi K.C. Won by 9 Pts,2
3071,,,2023-12-27,3,JAI,32,2,DEL,32,,,2
3076,W,,2023-12-30,30,UP,25,2,DEL,35,,Dabang Delhi K.C. Won by 10 Pts,2
3081,W,,2024-01-02,31,GUJ,28,2,DEL,35,,Dabang Delhi K.C. Won by 7 Pts,2
3084,W,,2024-01-05,6,PAT,37,2,DEL,38,,Dabang Delhi K.C. Won by 1 Pts,2
3091,W,,2024-01-08,5,MUM,34,2,DEL,40,,Dabang Delhi K.C. Won by 6 Pts,2
3100,,,2024-01-14,2,DEL,39,6,PAT,39,,,2
3104,L,,2024-01-17,2,DEL,26,31,GUJ,31,,Gujarat Giants Won by 5 Pts,2
3108,W,,2024-01-20,2,DEL,39,5,MUM,33,,Dabang Delhi K.C. Won by 6 Pts,2
3115,W,,2024-01-24,28,HAR,32,2,DEL,35,,Dabang Delhi K.C. Won by 3 Pts,2
3120,W,,2024-01-27,2,DEL,36,30,UP,27,,Dabang Delhi K.C. Won by 9 Pts,2
3128,L,,2024-02-02,2,DEL,38,4,KOL,45,,Bengal Warriorz Won by 7 Pts,2
3131,W,,2024-02-03,2,DEL,44,8,HYD,33,,Dabang Delhi K.C. Won by 11 Pts,2
3135,,,2024-02-05,2,DEL,30,7,PUNE,30,,,2
3138,L,,2024-02-07,2,DEL,22,3,JAI,27,,Jaipur Pink Panthers Won by 5 Pts,2
3148,W,,2024-02-14,2,DEL,45,29,CHE,43,,Dabang Delhi K.C. Won by 2 Pts,2
3155,W,,2024-02-18,2,DEL,46,1,BLR,38,,Dabang Delhi K.C. Won by 8 Pts,2
3161,L,,2024-02-26,2,DEL,35,6,PAT,37,,Patna Pirates Won by 2 Pts,2
3029,W,,2023-12-02,31,GUJ,38,8,HYD,32,,Gujarat Giants Won by 6 Pts,31
3032,W,,2023-12-03,31,GUJ,34,1,BLR,31,,Gujarat Giants Won by 3 Pts,31
3035,W,,2023-12-05,31,GUJ,39,5,MUM,37,,Gujarat Giants Won by 2 Pts,31
3039,L,,2023-12-07,31,GUJ,30,6,PAT,33,,Patna Pirates Won by 3 Pts,31
3046,L,,2023-12-11,3,JAI,35,31,GUJ,32,,Jaipur Pink Panthers Won by 3 Pts,31
3059,L,,2023-12-19,28,HAR,31,31,GUJ,29,,Haryana Steelers Won by 2 Pts,31
3065,W,,2023-12-23,31,GUJ,38,30,UP,30,,Gujarat Giants Won by 8 Pts,31
3072,W,,2023-12-27,29,CHE,30,31,GUJ,33,,Gujarat Giants Won by 3 Pts,31
3077,W,,2023-12-31,31,GUJ,51,4,KOL,42,,Gujarat Giants Won by 9 Pts,31
3081,L,,2024-01-02,31,GUJ,28,2,DEL,35,,Dabang Delhi K.C. Won by 7 Pts,31
3087,W,,2024-01-06,8,HYD,30,31,GUJ,37,,Gujarat Giants Won by 7 Pts,31
3096,L,,2024-01-12,7,PUNE,37,31,GUJ,17,,Puneri Paltan Won by 20 Pts,31
3104,W,,2024-01-17,2,DEL,26,31,GUJ,31,,Gujarat Giants Won by 5 Pts,31
3111,L,,2024-01-21,31,GUJ,24,7,PUNE,34,,Puneri Paltan Won by 10 Pts,31
3118,W,,2024-01-26,5,MUM,35,31,GUJ,44,,Gujarat Giants Won by 9 Pts,31
3124,L,,2024-01-29,6,PAT,32,31,GUJ,20,,Patna Pirates Won by 12 Pts,31
3129,L,,2024-02-02,31,GUJ,30,28,HAR,34,,Haryana Steelers Won by 4 Pts,31
3133,W,,2024-02-04,31,GUJ,42,29,CHE,30,,Gujarat Giants Won by 12 Pts,31
3139,W,,2024-02-09,4,KOL,32,31,GUJ,41,,Gujarat Giants Won by 9 Pts,31
3144,W,,2024-02-11,1,BLR,28,31,GUJ,50,,Gujarat Giants Won by 22 Pts,31
3153,W,,2024-02-17,30,UP,29,31,GUJ,36,,Gujarat Giants Won by 7 Pts,31
3156,L,,2024-02-19,31,GUJ,36,3,JAI,45,,Jaipur Pink Panthers Won by 9 Pts,31
3162,L,,2024-02-26,31,GUJ,25,28,HAR,42,,Haryana Steelers Won by 17 Pts,31
3037,L,,2023-12-06,30,UP,57,28,HAR,27,,UP Yoddhas Won by 30 Pts,28
3042,W,,2023-12-09,1,BLR,32,28,HAR,38,,Haryana Steelers Won by 6 Pts,28
3045,W,,2023-12-10,2,DEL,33,28,HAR,35,,Haryana Steelers Won by 2 Pts,28
3052,W,,2023-12-15,7,PUNE,39,28,HAR,44,,Haryana Steelers Won by 5 Pts,28
3059,W,,2023-12-19,28,HAR,31,31,GUJ,29,,Haryana Steelers Won by 2 Pts,28
3063,L,,2023-12-22,28,HAR,36,8,HYD,37,,Telugu Titans Won by 1 Pts,28
3069,W,,2023-12-25,29,CHE,29,28,HAR,42,,Haryana Steelers Won by 13 Pts,28
3073,L,,2023-12-29,6,PAT,46,28,HAR,33,,Patna Pirates Won by 13 Pts,28
3082,L,,2024-01-03,28,HAR,34,3,JAI,45,,Jaipur Pink Panthers Won by 11 Pts,28
3089,W,,2024-01-07,4,KOL,35,28,HAR,41,,Haryana Steelers Won by 6 Pts,28
3094,,,2024-01-10,5,MUM,44,28,HAR,44,,,28
3099,W,,2024-01-14,28,HAR,36,29,CHE,31,,Haryana Steelers Won by 5 Pts,28
3105,L,,2024-01-17,3,JAI,37,28,HAR,27,,Jaipur Pink Panthers Won by 10 Pts,28
3113,W,,2024-01-22,8,HYD,30,28,HAR,37,,Haryana Steelers Won by 7 Pts,28
3115,L,,2024-01-24,28,HAR,32,2,DEL,35,,Dabang Delhi K.C. Won by 3 Pts,28
3123,W,,2024-01-29,28,HAR,41,4,KOL,36,,Haryana Steelers Won by 5 Pts,28
3129,W,,2024-02-02,31,GUJ,30,28,HAR,34,,Haryana Steelers Won by 4 Pts,28
3140,W,,2024-02-09,28,HAR,50,30,UP,34,,Haryana Steelers Won by 16 Pts,28
3150,W,,2024-02-16,28,HAR,39,6,PAT,32,,Haryana Steelers Won by 7 Pts,28
3152,W,,2024-02-17,28,HAR,46,5,MUM,40,,Haryana Steelers Won by 6 Pts,28
3157,L,,2024-02-19,28,HAR,36,7,PUNE,51,,Puneri Paltan Won by 15 Pts,28
3160,L,,2024-02-21,28,HAR,39,1,BLR,53,,Bengaluru Bulls Won by 14 Pts,28
3162,W,,2024-02-26,31,GUJ,25,28,HAR,42,,Haryana Steelers Won by 17 Pts,28
3164,W,,2024-02-28,3,JAI,27,28,HAR,31,,Haryana Steelers Won by 4 Pts,28
3165,L,,2024-03-01,7,PUNE,28,28,HAR,25,,Puneri Paltan Won by 3 Pts,28
3036,W,,2023-12-06,8,HYD,28,6,PAT,50,,Patna Pirates Won by 22 Pts,6
3039,W,,2023-12-07,31,GUJ,30,6,PAT,33,,Patna Pirates Won by 3 Pts,6
3048,L,,2023-12-12,4,KOL,60,6,PAT,42,,Bengal Warriorz Won by 18 Pts,6
3051,L,,2023-12-15,5,MUM,42,6,PAT,40,,U Mumba Won by 2 Pts,6
3055,L,,2023-12-17,6,PAT,28,3,JAI,29,,Jaipur Pink Panthers Won by 1 Pts,6
3062,W,,2023-12-22,29,CHE,33,6,PAT,46,,Patna Pirates Won by 13 Pts,6
3070,L,,2023-12-26,7,PUNE,46,6,PAT,28,,Puneri Paltan Won by 18 Pts,6
3073,W,,2023-12-29,6,PAT,46,28,HAR,33,,Patna Pirates Won by 13 Pts,6
3080,W,,2024-01-01,30,UP,41,6,PAT,48,,Patna Pirates Won by 7 Pts,6
3084,L,,2024-01-05,6,PAT,37,2,DEL,38,,Dabang Delhi K.C. Won by 1 Pts,6
3090,L,,2024-01-08,1,BLR,35,6,PAT,33,,Bengaluru Bulls Won by 2 Pts,6
3100,,,2024-01-14,2,DEL,39,6,PAT,39,,,6
3103,L,,2024-01-16,6,PAT,25,29,CHE,41,,Tamil Thalaivas Won by 16 Pts,6
3107,W,,2024-01-19,6,PAT,34,30,UP,31,,Patna Pirates Won by 3 Pts,6
3117,W,,2024-01-26,6,PAT,44,4,KOL,28,,Patna Pirates Won by 16 Pts,6
3119,,,2024-01-27,6,PAT,32,7,PUNE,32,,,6
3124,W,,2024-01-29,6,PAT,32,31,GUJ,20,,Patna Pirates Won by 12 Pts,6
3126,,,2024-01-31,6,PAT,29,1,BLR,29,,,6
3134,W,,2024-02-05,3,JAI,33,6,PAT,36,,Patna Pirates Won by 3 Pts,6
3141,W,,2024-02-10,6,PAT,44,5,MUM,23,,Patna Pirates Won by 21 Pts,6
3147,W,,2024-02-13,6,PAT,38,8,HYD,36,,Patna Pirates Won by 2 Pts,6
3150,L,,2024-02-16,28,HAR,39,6,PAT,32,,Haryana Steelers Won by 7 Pts,6
3161,W,,2024-02-26,2,DEL,35,6,PAT,37,,Patna Pirates Won by 2 Pts,6
3163,L,,2024-02-28,7,PUNE,37,6,PAT,21,,Puneri Paltan Won by 16 Pts,6
3034,W,,2023-12-04,1,BLR,30,4,KOL,32,,Bengal Warriorz Won by 2 Pts,4
3038,,,2023-12-07,4,KOL,28,3,JAI,28,,,4
3044,W,,2023-12-10,4,KOL,48,29,CHE,38,,Bengal Warriorz Won by 10 Pts,4
3048,W,,2023-12-12,4,KOL,60,6,PAT,42,,Bengal Warriorz Won by 18 Pts,4
3053,L,,2023-12-16,7,PUNE,49,4,KOL,19,,Puneri Paltan Won by 30 Pts,4
3057,,,2023-12-18,4,KOL,37,30,UP,37,,,4
3066,L,,2023-12-24,5,MUM,39,4,KOL,37,,U Mumba Won by 2 Pts,4
3068,L,,2023-12-25,4,KOL,29,2,DEL,38,,Dabang Delhi K.C. Won by 9 Pts,4
3077,L,,2023-12-31,31,GUJ,51,4,KOL,42,,Gujarat Giants Won by 9 Pts,4
3089,L,,2024-01-07,4,KOL,35,28,HAR,41,,Haryana Steelers Won by 6 Pts,4
3092,W,,2024-01-09,8,HYD,26,4,KOL,46,,Bengal Warriorz Won by 20 Pts,4
3098,W,,2024-01-13,30,UP,37,4,KOL,42,,Bengal Warriorz Won by 5 Pts,4
3101,W,,2024-01-15,4,KOL,35,1,BLR,29,,Bengal Warriorz Won by 6 Pts,4
3112,L,,2024-01-22,3,JAI,42,4,KOL,25,,Jaipur Pink Panthers Won by 17 Pts,4
3117,L,,2024-01-26,6,PAT,44,4,KOL,28,,Patna Pirates Won by 16 Pts,4
3123,L,,2024-01-29,28,HAR,41,4,KOL,36,,Haryana Steelers Won by 5 Pts,4
3128,W,,2024-02-02,2,DEL,38,4,KOL,45,,Bengal Warriorz Won by 7 Pts,4
3139,L,,2024-02-09,4,KOL,32,31,GUJ,41,,Gujarat Giants Won by 9 Pts,4
3142,W,,2024-02-10,4,KOL,55,8,HYD,35,,Bengal Warriorz Won by 20 Pts,4
3146,W,,2024-02-12,4,KOL,46,5,MUM,34,,Bengal Warriorz Won by 12 Pts,4
3149,L,,2024-02-14,4,KOL,26,7,PUNE,29,,Puneri Paltan Won by 3 Pts,4
3154,L,,2024-02-18,29,CHE,74,4,KOL,37,,Tamil Thalaivas Won by 37 Pts,4
3032,L,,2023-12-03,31,GUJ,34,1,BLR,31,,Gujarat Giants Won by 3 Pts,1
3034,L,,2023-12-04,1,BLR,30,4,KOL,32,,Bengal Warriorz Won by 2 Pts,1
3040,L,,2023-12-08,1,BLR,31,2,DEL,38,,Dabang Delhi K.C. Won by 7 Pts,1
3042,L,,2023-12-09,1,BLR,32,28,HAR,38,,Haryana Steelers Won by 6 Pts,1
3047,W,,2023-12-11,1,BLR,38,30,UP,36,,Bengaluru Bulls Won by 2 Pts,1
3050,W,,2023-12-13,1,BLR,32,3,JAI,30,,Bengaluru Bulls Won by 2 Pts,1
3061,L,,2023-12-20,7,PUNE,43,1,BLR,18,,Puneri Paltan Won by 25 Pts,1
3067,W,,2023-12-24,1,BLR,33,8,HYD,31,,Bengaluru Bulls Won by 2 Pts,1
3074,L,,2023-12-29,30,UP,34,1,BLR,33,,UP Yoddhas Won by 1 Pts,1
3078,W,,2023-12-31,29,CHE,37,1,BLR,38,,Bengaluru Bulls Won by 1 Pts,1
3085,L,,2024-01-05,5,MUM,40,1,BLR,35,,U Mumba Won by 5 Pts,1
3090,W,,2024-01-08,1,BLR,35,6,PAT,33,,Bengaluru Bulls Won by 2 Pts,1
3101,L,,2024-01-15,4,KOL,35,1,BLR,29,,Bengal Warriorz Won by 6 Pts,1
3106,W,,2024-01-19,8,HYD,26,1,BLR,42,,Bengaluru Bulls Won by 16 Pts,1
3110,L,,2024-01-21,1,BLR,28,29,CHE,45,,Tamil Thalaivas Won by 17 Pts,1
3121,,,2024-01-28,3,JAI,28,1,BLR,28,,,1
3126,,,2024-01-31,6,PAT,29,1,BLR,29,,,1
3132,W,,2024-02-04,1,BLR,42,5,MUM,37,,Bengaluru Bulls Won by 5 Pts,1
3137,L,,2024-02-07,1,BLR,31,7,PUNE,40,,Puneri Paltan Won by 9 Pts,1
3144,L,,2024-02-11,1,BLR,28,31,GUJ,50,,Gujarat Giants Won by 22 Pts,1
3155,L,,2024-02-18,2,DEL,46,1,BLR,38,,Dabang Delhi K.C. Won by 8 Pts,1
3160,W,,2024-02-21,28,HAR,39,1,BLR,53,,Bengaluru Bulls Won by 14 Pts,1
3031,W,,2023-12-03,29,CHE,42,2,DEL,31,,Tamil Thalaivas Won by 11 Pts,29
3044,L,,2023-12-10,4,KOL,48,29,CHE,38,,Bengal Warriorz Won by 10 Pts,29
3049,W,,2023-12-13,29,CHE,38,8,HYD,36,,Tamil Thalaivas Won by 2 Pts,29
3056,L,,2023-12-17,5,MUM,46,29,CHE,33,,U Mumba Won by 13 Pts,29
3062,L,,2023-12-22,29,CHE,33,6,PAT,46,,Patna Pirates Won by 13 Pts,29
3064,L,,2023-12-23,29,CHE,24,3,JAI,25,,Jaipur Pink Panthers Won by 1 Pts,29
3069,L,,2023-12-25,29,CHE,29,28,HAR,42,,Haryana Steelers Won by 13 Pts,29
3072,L,,2023-12-27,29,CHE,30,31,GUJ,33,,Gujarat Giants Won by 3 Pts,29
3078,L,,2023-12-31,29,CHE,37,1,BLR,38,,Bengaluru Bulls Won by 1 Pts,29
3088,L,,2024-01-07,7,PUNE,29,29,CHE,26,,Puneri Paltan Won by 3 Pts,29
3093,W,,2024-01-10,30,UP,27,29,CHE,46,,Tamil Thalaivas Won by 19 Pts,29
3099,L,,2024-01-14,28,HAR,36,29,CHE,31,,Haryana Steelers Won by 5 Pts,29
3103,W,,2024-01-16,6,PAT,25,29,CHE,41,,Tamil Thalaivas Won by 16 Pts,29
3110,W,,2024-01-21,1,BLR,28,29,CHE,45,,Tamil Thalaivas Won by 17 Pts,29
3116,W,,2024-01-24,8,HYD,29,29,CHE,54,,Tamil Thalaivas Won by 25 Pts,29
3122,W,,2024-01-28,29,CHE,50,5,MUM,34,,Tamil Thalaivas Won by 16 Pts,29
3127,L,,2024-01-31,3,JAI,42,29,CHE,27,,Jaipur Pink Panthers Won by 15 Pts,29
3133,L,,2024-02-04,31,GUJ,42,29,CHE,30,,Gujarat Giants Won by 12 Pts,29
3136,W,,2024-02-06,29,CHE,32,30,UP,25,,Tamil Thalaivas Won by 7 Pts,29
3143,L,,2024-02-11,29,CHE,29,7,PUNE,56,,Puneri Paltan Won by 27 Pts,29
3148,L,,2024-02-14,2,DEL,45,29,CHE,43,,Dabang Delhi K.C. Won by 2 Pts,29
3154,W,,2024-02-18,29,CHE,74,4,KOL,37,,Tamil Thalaivas Won by 37 Pts,29
3030,W,,2023-12-02,5,MUM,34,30,UP,31,,U Mumba Won by 3 Pts,5
3035,L,,2023-12-05,31,GUJ,39,5,MUM,37,,Gujarat Giants Won by 2 Pts,5
3041,L,,2023-12-08,7,PUNE,43,5,MUM,32,,Puneri Paltan Won by 11 Pts,5
3051,W,,2023-12-15,5,MUM,42,6,PAT,40,,U Mumba Won by 2 Pts,5
3056,W,,2023-12-17,5,MUM,46,29,CHE,33,,U Mumba Won by 13 Pts,5
3066,W,,2023-12-24,5,MUM,39,4,KOL,37,,U Mumba Won by 2 Pts,5
3075,W,,2023-12-30,8,HYD,34,5,MUM,52,,U Mumba Won by 18 Pts,5
3085,W,,2024-01-05,5,MUM,40,1,BLR,35,,U Mumba Won by 5 Pts,5
3086,L,,2024-01-06,5,MUM,31,3,JAI,41,,Jaipur Pink Panthers Won by 10 Pts,5
3091,L,,2024-01-08,5,MUM,34,2,DEL,40,,Dabang Delhi K.C. Won by 6 Pts,5
3094,,,2024-01-10,5,MUM,44,28,HAR,44,,,5
3102,L,,2024-01-15,3,JAI,31,5,MUM,29,,Jaipur Pink Panthers Won by 2 Pts,5
3108,L,,2024-01-20,2,DEL,39,5,MUM,33,,Dabang Delhi K.C. Won by 6 Pts,5
3114,,,2024-01-23,5,MUM,32,7,PUNE,32,,,5
3118,L,,2024-01-26,5,MUM,35,31,GUJ,44,,Gujarat Giants Won by 9 Pts,5
3122,L,,2024-01-28,29,CHE,50,5,MUM,34,,Tamil Thalaivas Won by 16 Pts,5
3130,L,,2024-02-03,30,UP,39,5,MUM,23,,UP Yoddhas Won by 16 Pts,5
3132,L,,2024-02-04,1,BLR,42,5,MUM,37,,Bengaluru Bulls Won by 5 Pts,5
3141,L,,2024-02-10,6,PAT,44,5,MUM,23,,Patna Pirates Won by 21 Pts,5
3146,L,,2024-02-12,4,KOL,46,5,MUM,34,,Bengal Warriorz Won by 12 Pts,5
3152,L,,2024-02-17,28,HAR,46,5,MUM,40,,Haryana Steelers Won by 6 Pts,5
3158,,,2024-02-20,5,MUM,45,8,HYD,45,,,5
3030,L,,2023-12-02,5,MUM,34,30,UP,31,,U Mumba Won by 3 Pts,30
3037,W,,2023-12-06,30,UP,57,28,HAR,27,,UP Yoddhas Won by 30 Pts,30
3043,W,,2023-12-09,30,UP,48,8,HYD,33,,UP Yoddhas Won by 15 Pts,30
3047,L,,2023-12-11,1,BLR,38,30,UP,36,,Bengaluru Bulls Won by 2 Pts,30
3057,,,2023-12-18,4,KOL,37,30,UP,37,,,30
3060,L,,2023-12-20,3,JAI,41,30,UP,24,,Jaipur Pink Panthers Won by 17 Pts,30
3065,L,,2023-12-23,31,GUJ,38,30,UP,30,,Gujarat Giants Won by 8 Pts,30
3074,W,,2023-12-29,30,UP,34,1,BLR,33,,UP Yoddhas Won by 1 Pts,30
3076,L,,2023-12-30,30,UP,25,2,DEL,35,,Dabang Delhi K.C. Won by 10 Pts,30
3080,L,,2024-01-01,30,UP,41,6,PAT,48,,Patna Pirates Won by 7 Pts,30
3083,L,,2024-01-03,30,UP,31,7,PUNE,40,,Puneri Paltan Won by 9 Pts,30
3093,L,,2024-01-10,30,UP,27,29,CHE,46,,Tamil Thalaivas Won by 19 Pts,30
3098,L,,2024-01-13,30,UP,37,4,KOL,42,,Bengal Warriorz Won by 5 Pts,30
3107,L,,2024-01-19,6,PAT,34,30,UP,31,,Patna Pirates Won by 3 Pts,30
3109,L,,2024-01-20,8,HYD,49,30,UP,32,,Telugu Titans Won by 17 Pts,30
3120,L,,2024-01-27,2,DEL,36,30,UP,27,,Dabang Delhi K.C. Won by 9 Pts,30
3130,W,,2024-02-03,30,UP,39,5,MUM,23,,UP Yoddhas Won by 16 Pts,30
3136,L,,2024-02-06,29,CHE,32,30,UP,25,,Tamil Thalaivas Won by 7 Pts,30
3140,L,,2024-02-09,28,HAR,50,30,UP,34,,Haryana Steelers Won by 16 Pts,30
3145,L,,2024-02-12,30,UP,30,3,JAI,67,,Jaipur Pink Panthers Won by 37 Pts,30
3153,L,,2024-02-17,30,UP,29,31,GUJ,36,,Gujarat Giants Won by 7 Pts,30
3159,L,,2024-02-21,7,PUNE,40,30,UP,38,,Puneri Paltan Won by 2 Pts,30
3029,L,,2023-12-02,31,GUJ,38,8,HYD,32,,Gujarat Giants Won by 6 Pts,8
3036,L,,2023-12-06,8,HYD,28,6,PAT,50,,Patna Pirates Won by 22 Pts,8
3043,L,,2023-12-09,30,UP,48,8,HYD,33,,UP Yoddhas Won by 15 Pts,8
3049,L,,2023-12-13,29,CHE,38,8,HYD,36,,Tamil Thalaivas Won by 2 Pts,8
3054,L,,2023-12-16,8,HYD,40,2,DEL,51,,Dabang Delhi K.C. Won by 11 Pts,8
3063,W,,2023-12-22,28,HAR,36,8,HYD,37,,Telugu Titans Won by 1 Pts,8
3067,L,,2023-12-24,1,BLR,33,8,HYD,31,,Bengaluru Bulls Won by 2 Pts,8
3075,L,,2023-12-30,8,HYD,34,5,MUM,52,,U Mumba Won by 18 Pts,8
3079,L,,2024-01-01,8,HYD,18,7,PUNE,54,,Puneri Paltan Won by 36 Pts,8
3087,L,,2024-01-06,8,HYD,30,31,GUJ,37,,Gujarat Giants Won by 7 Pts,8
3092,L,,2024-01-09,8,HYD,26,4,KOL,46,,Bengal Warriorz Won by 20 Pts,8
3095,L,,2024-01-12,3,JAI,38,8,HYD,35,,Jaipur Pink Panthers Won by 3 Pts,8
3106,L,,2024-01-19,8,HYD,26,1,BLR,42,,Bengaluru Bulls Won by 16 Pts,8
3109,W,,2024-01-20,8,HYD,49,30,UP,32,,Telugu Titans Won by 17 Pts,8
3113,L,,2024-01-22,8,HYD,30,28,HAR,37,,Haryana Steelers Won by 7 Pts,8
3116,L,,2024-01-24,8,HYD,29,29,CHE,54,,Tamil Thalaivas Won by 25 Pts,8
3125,L,,2024-01-30,7,PUNE,60,8,HYD,29,,Puneri Paltan Won by 31 Pts,8
3131,L,,2024-02-03,2,DEL,44,8,HYD,33,,Dabang Delhi K.C. Won by 11 Pts,8
3142,L,,2024-02-10,4,KOL,55,8,HYD,35,,Bengal Warriorz Won by 20 Pts,8
3147,L,,2024-02-13,6,PAT,38,8,HYD,36,,Patna Pirates Won by 2 Pts,8
3151,L,,2024-02-16,8,HYD,44,3,JAI,51,,Jaipur Pink Panthers Won by 7 Pts,8
3158,,,2024-02-20,5,MUM,45,8,HYD,45,,,8
