Player_Name,Player_Link,Tournament,Team,Price,Status
Rohit Rana,https://www.kabaddiadda.com/player/rohit-rana-1000195?tab=auction,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
Rohit Rana,https://www.kabaddiadda.com/player/rohit-rana-1000195?tab=auction,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
Rohit Rana,https://www.kabaddiadda.com/player/rohit-rana-1000195?tab=auction,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
Sushil Om,https://www.kabaddiadda.com/player/sushil-om-5003890?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Sushil Om,https://www.kabaddiadda.com/player/sushil-om-5003890?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
Sushil Om,https://www.kabaddiadda.com/player/sushil-om-5003890?tab=auction,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
Sushil Om,https://www.kabaddiadda.com/player/sushil-om-5003890?tab=auction,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
Sushil Om,https://www.kabaddiadda.com/player/sushil-om-5003890?tab=auction,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
Sagar B  Krishna,https://www.kabaddiadda.com/player/sagar-b--krishna-1000234?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Sagar B  Krishna,https://www.kabaddiadda.com/player/sagar-b--krishna-1000234?tab=auction,Pro Kabaddi Season 7,Puneri Paltan,10.00 L,SOLD
Sagar B  Krishna,https://www.kabaddiadda.com/player/sagar-b--krishna-1000234?tab=auction,Pro Kabaddi Season 6,UP Yoddha,14.25 L,SOLD
Sagar B  Krishna,https://www.kabaddiadda.com/player/sagar-b--krishna-1000234?tab=auction,Pro Kabaddi Season 5,UP Yoddha,8.00 L,SOLD
Sagar B  Krishna,https://www.kabaddiadda.com/player/sagar-b--krishna-1000234?tab=auction,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
Tushar Patil,https://www.kabaddiadda.com/player/tushar-patil-1000121?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Tushar Patil,https://www.kabaddiadda.com/player/tushar-patil-1000121?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Adarsh T,https://www.kabaddiadda.com/player/adarsh-t-1000444?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Adarsh T,https://www.kabaddiadda.com/player/adarsh-t-1000444?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Aman,https://www.kabaddiadda.com/player/aman-5003639?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Aman,https://www.kabaddiadda.com/player/aman-5003639?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Akshay Jaywant Bodake,https://www.kabaddiadda.com/player/akshay-jaywant-bodake-5005250?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Akshay Jaywant Bodake,https://www.kabaddiadda.com/player/akshay-jaywant-bodake-5005250?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Amit Nagar,https://www.kabaddiadda.com/player/amit-nagar-1000264?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Amit Nagar,https://www.kabaddiadda.com/player/amit-nagar-1000264?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Ankit,https://www.kabaddiadda.com/player/ankit-5003635?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Ankit,https://www.kabaddiadda.com/player/ankit-5003635?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Amirmohammad Zafardanesh,https://www.kabaddiadda.com/player/amirmohammad-zafardanesh-5005341?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Amirmohammad Zafardanesh,https://www.kabaddiadda.com/player/amirmohammad-zafardanesh-5005341?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Sachin Kumar,https://www.kabaddiadda.com/player/sachin-kumar-1000015?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Sachin Kumar,https://www.kabaddiadda.com/player/sachin-kumar-1000015?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Rohit Raghav,https://www.kabaddiadda.com/player/rohit-raghav-1000602?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Rohit Raghav,https://www.kabaddiadda.com/player/rohit-raghav-1000602?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Manoj Kumar,https://www.kabaddiadda.com/player/manoj-kumar-1000068?tab=auction,Pro Kabaddi Season 5,Gujarat Fortunegiants,21.00 L,SOLD
Manoj Kumar,https://www.kabaddiadda.com/player/manoj-kumar-1000068?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.00 L,SOLD
Manjeet,https://www.kabaddiadda.com/player/manjeet-5005309?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Vijay Malik,https://www.kabaddiadda.com/player/vijay-malik-5000896?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Jai Bhagwan,https://www.kabaddiadda.com/player/jai-bhagwan-5004888?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Shubham Kumar,https://www.kabaddiadda.com/player/shubham-kumar-5002072?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Jeeva Gopal,https://www.kabaddiadda.com/player/jeeva-gopal-1000085?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Mohit,https://www.kabaddiadda.com/player/mohit-5001931?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Mohit Jaipal,https://www.kabaddiadda.com/player/mohit-jaipal-5003607?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Jaideep Dahiya,https://www.kabaddiadda.com/player/jaideep-dahiya-5005299?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Rakesh Gowda,https://www.kabaddiadda.com/player/rakesh-gowda-1000537?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Bhavani Rajput,https://www.kabaddiadda.com/player/bhavani-rajput-1000164?tab=auction,Pro Kabaddi Season 8,Tamil Thalaivas,10.00 L,SOLD
Sunil Siddhgavali,https://www.kabaddiadda.com/player/sunil-siddhgavali-1000120?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Sunil Siddhgavali,https://www.kabaddiadda.com/player/sunil-siddhgavali-1000120?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Vikas,https://www.kabaddiadda.com/player/vikas-5003479?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Vikas,https://www.kabaddiadda.com/player/vikas-5003479?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Reza Mirbagheri,https://www.kabaddiadda.com/player/reza-mirbagheri-5005205?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Reza Mirbagheri,https://www.kabaddiadda.com/player/reza-mirbagheri-5005205?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Mahipal Narwal,https://www.kabaddiadda.com/player/mahipal-narwal-1000067?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Mahipal Narwal,https://www.kabaddiadda.com/player/mahipal-narwal-1000067?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Darshan Kadian,https://www.kabaddiadda.com/player/darshan-kadian-1000205?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Darshan Kadian,https://www.kabaddiadda.com/player/darshan-kadian-1000205?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Himanshu Surajmal,https://www.kabaddiadda.com/player/himanshu-surajmal-5003881?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Himanshu Surajmal,https://www.kabaddiadda.com/player/himanshu-surajmal-5003881?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Shivam Patare,https://www.kabaddiadda.com/player/shivam-patare-5005293?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Shivam Patare,https://www.kabaddiadda.com/player/shivam-patare-5005293?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Sushil Gulia,https://www.kabaddiadda.com/player/sushil-gulia-1000478?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Sushil Gulia,https://www.kabaddiadda.com/player/sushil-gulia-1000478?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Darshan J ,https://www.kabaddiadda.com/player/darshan-j--1000167?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Darshan J ,https://www.kabaddiadda.com/player/darshan-j--1000167?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Pavan T R,https://www.kabaddiadda.com/player/pavan-t-r-1000479?tab=auction,Pro Kabaddi Season 8,Jaipur Pink Panthers,8.00 L,RETAINED
Pavan T R,https://www.kabaddiadda.com/player/pavan-t-r-1000479?tab=auction,Pro Kabaddi Season 7,Jaipur Pink Panthers,7.26 L,SOLD
Priyanka,https://www.kabaddiadda.com/player/priyanka-5002229?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Priyanka,https://www.kabaddiadda.com/player/priyanka-5002229?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Priyanka,https://www.kabaddiadda.com/player/priyanka-5002229?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Vinoth Kumar,https://www.kabaddiadda.com/player/vinoth-kumar-1000201?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Vinoth Kumar,https://www.kabaddiadda.com/player/vinoth-kumar-1000201?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Vinoth Kumar,https://www.kabaddiadda.com/player/vinoth-kumar-1000201?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Gurdeep,https://www.kabaddiadda.com/player/gurdeep-1000518?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Gurdeep,https://www.kabaddiadda.com/player/gurdeep-1000518?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Gurdeep,https://www.kabaddiadda.com/player/gurdeep-1000518?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Preetam Chhillar,https://www.kabaddiadda.com/player/preetam-chhillar-1000011?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Preetam Chhillar,https://www.kabaddiadda.com/player/preetam-chhillar-1000011?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Preetam Chhillar,https://www.kabaddiadda.com/player/preetam-chhillar-1000011?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000233?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000233?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Rohit Kumar,https://www.kabaddiadda.com/player/rohit-kumar-1000233?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Sudhakar M,https://www.kabaddiadda.com/player/sudhakar-m-5003870?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Sudhakar M,https://www.kabaddiadda.com/player/sudhakar-m-5003870?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Sudhakar M,https://www.kabaddiadda.com/player/sudhakar-m-5003870?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Jawahar Dagar,https://www.kabaddiadda.com/player/jawahar-dagar-1000125?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Jawahar Dagar,https://www.kabaddiadda.com/player/jawahar-dagar-1000125?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Jawahar Dagar,https://www.kabaddiadda.com/player/jawahar-dagar-1000125?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Muskan Maalik,https://www.kabaddiadda.com/player/muskan-maalik-5002219?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Muskan Maalik,https://www.kabaddiadda.com/player/muskan-maalik-5002219?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Muskan Maalik,https://www.kabaddiadda.com/player/muskan-maalik-5002219?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Mohit Narwal,https://www.kabaddiadda.com/player/mohit-narwal-5003570?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Mohit Narwal,https://www.kabaddiadda.com/player/mohit-narwal-5003570?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Mohit Narwal,https://www.kabaddiadda.com/player/mohit-narwal-5003570?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Viraj Vishnu Landge,https://www.kabaddiadda.com/player/viraj-vishnu-landge-1000057?tab=auction,Pro Kabaddi Season 7,Bengal Warriors,10.00 L,SOLD
Viraj Vishnu Landge,https://www.kabaddiadda.com/player/viraj-vishnu-landge-1000057?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,25.00 L,SOLD
Viraj Vishnu Landge,https://www.kabaddiadda.com/player/viraj-vishnu-landge-1000057?tab=auction,Pro Kabaddi Season 5,Dabang Delhi KC,8.00 L,SOLD
Rohit Kumar Choudary,https://www.kabaddiadda.com/player/rohit-kumar-choudary-1000152?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Pankaj,https://www.kabaddiadda.com/player/pankaj-1000230?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Km Amresh,https://www.kabaddiadda.com/player/km-amresh-5002386?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Sansar,https://www.kabaddiadda.com/player/sansar-5003542?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Abhineesh Natarajan,https://www.kabaddiadda.com/player/abhineesh-natarajan-5002134?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Jadhav Balasaheb Shahaji,https://www.kabaddiadda.com/player/jadhav-balasaheb-shahaji-1000511?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Vinay Rajesh,https://www.kabaddiadda.com/player/vinay-rajesh-5003606?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Deepak Rajinder,https://www.kabaddiadda.com/player/deepak-rajinder-5003591?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Jitesh Joshi,https://www.kabaddiadda.com/player/jitesh-joshi-1000285?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
D  Pradap,https://www.kabaddiadda.com/player/d--pradap-1000173?tab=auction,Pro Kabaddi Season 6,Tamil Thalaivas,6.60 L,RETAINED
Shinde Akash Santosh,https://www.kabaddiadda.com/player/shinde-akash-santosh-5001968?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Shinde Akash Santosh,https://www.kabaddiadda.com/player/shinde-akash-santosh-5001968?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Sachin Narwal,https://www.kabaddiadda.com/player/sachin-narwal-1000477?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Sachin Narwal,https://www.kabaddiadda.com/player/sachin-narwal-1000477?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Ashish,https://www.kabaddiadda.com/player/ashish-5003514?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Ashish,https://www.kabaddiadda.com/player/ashish-5003514?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Anish,https://www.kabaddiadda.com/player/anish-5003651?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Anish,https://www.kabaddiadda.com/player/anish-5003651?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Deepak Singh,https://www.kabaddiadda.com/player/deepak-singh-5005292?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Deepak Singh,https://www.kabaddiadda.com/player/deepak-singh-5005292?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Monu Ramanand,https://www.kabaddiadda.com/player/monu-ramanand-5003480?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Monu Ramanand,https://www.kabaddiadda.com/player/monu-ramanand-5003480?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Sachin V ,https://www.kabaddiadda.com/player/sachin-v--1000328?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Sachin V ,https://www.kabaddiadda.com/player/sachin-v--1000328?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Manish Gulia,https://www.kabaddiadda.com/player/manish-gulia-5003572?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Manish Gulia,https://www.kabaddiadda.com/player/manish-gulia-5003572?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Victor Onyango Obiero,https://www.kabaddiadda.com/player/victor-onyango-obiero-1000456?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Victor Onyango Obiero,https://www.kabaddiadda.com/player/victor-onyango-obiero-1000456?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Banty,https://www.kabaddiadda.com/player/banty-1000473?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Banty,https://www.kabaddiadda.com/player/banty-1000473?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Manuj,https://www.kabaddiadda.com/player/manuj-5003491?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Mohit Jakhar,https://www.kabaddiadda.com/player/mohit-jakhar-5000696?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Shivam,https://www.kabaddiadda.com/player/shivam-5003620?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Ravish Ranbir,https://www.kabaddiadda.com/player/ravish-ranbir-5003637?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Sk Ameer,https://www.kabaddiadda.com/player/sk-ameer-1000654?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Satpal,https://www.kabaddiadda.com/player/satpal-1000048?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Himanshu,https://www.kabaddiadda.com/player/himanshu-1000481?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Amit Kumar,https://www.kabaddiadda.com/player/amit-kumar-1000507?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Ankit,https://www.kabaddiadda.com/player/ankit-1000438?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Aashish,https://www.kabaddiadda.com/player/aashish-5004425?tab=auction,Pro Kabaddi Season 9,Tamil Thalaivas,8.80 L,RETAINED
Shyam Kumar Sah,https://www.kabaddiadda.com/player/shyam-kumar-sah-1000350?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Jyoti ,https://www.kabaddiadda.com/player/jyoti--5002961?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Rakesh Singh Kumar,https://www.kabaddiadda.com/player/rakesh-singh-kumar-1000095?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Ronak Kuldeep,https://www.kabaddiadda.com/player/ronak-kuldeep-5004405?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
D  Gopu,https://www.kabaddiadda.com/player/d--gopu-1000255?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Vinod Kumar,https://www.kabaddiadda.com/player/vinod-kumar-1000035?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Mangesh Bhagat,https://www.kabaddiadda.com/player/mangesh-bhagat-1000293?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Sahil Kumar,https://www.kabaddiadda.com/player/sahil-kumar-5003561?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Suman Jagbir,https://www.kabaddiadda.com/player/suman-jagbir-5002181?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Amit Rathi,https://www.kabaddiadda.com/player/amit-rathi-1000061?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,8.40 L,SOLD
Ravindra Ramesh Kumawat,https://www.kabaddiadda.com/player/ravindra-ramesh-kumawat-1000029?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Ravindra Ramesh Kumawat,https://www.kabaddiadda.com/player/ravindra-ramesh-kumawat-1000029?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Mohammad Esmaeil Maghsodlou,https://www.kabaddiadda.com/player/mohammad-esmaeil-maghsodlou-1000531?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Mohammad Esmaeil Maghsodlou,https://www.kabaddiadda.com/player/mohammad-esmaeil-maghsodlou-1000531?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Rajaguru Subramanian,https://www.kabaddiadda.com/player/rajaguru-subramanian-1000316?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Rajaguru Subramanian,https://www.kabaddiadda.com/player/rajaguru-subramanian-1000316?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Praveen Niwale,https://www.kabaddiadda.com/player/praveen-niwale-1000313?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Praveen Niwale,https://www.kabaddiadda.com/player/praveen-niwale-1000313?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Mohit ,https://www.kabaddiadda.com/player/mohit--5005330?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Mohit ,https://www.kabaddiadda.com/player/mohit--5005330?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Sahil Jandu,https://www.kabaddiadda.com/player/sahil-jandu-5004973?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Sahil Jandu,https://www.kabaddiadda.com/player/sahil-jandu-5004973?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Ashu Rothas,https://www.kabaddiadda.com/player/ashu-rothas-5003615?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Ashu Rothas,https://www.kabaddiadda.com/player/ashu-rothas-5003615?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Ajit Pawar,https://www.kabaddiadda.com/player/ajit-pawar-5005329?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Ajit Pawar,https://www.kabaddiadda.com/player/ajit-pawar-5005329?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Suraj Bansode,https://www.kabaddiadda.com/player/suraj-bansode-1000601?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Suraj Bansode,https://www.kabaddiadda.com/player/suraj-bansode-1000601?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Mohit Sehrawat,https://www.kabaddiadda.com/player/mohit-sehrawat-1000474?tab=auction,Pro Kabaddi Season 8,Bengaluru Bulls,8.00 L,RETAINED
Mohit Sehrawat,https://www.kabaddiadda.com/player/mohit-sehrawat-1000474?tab=auction,Pro Kabaddi Season 7,Bengaluru Bulls,7.26 L,SOLD
Akash Nain,https://www.kabaddiadda.com/player/akash-nain-5002075?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Akash Nain,https://www.kabaddiadda.com/player/akash-nain-5002075?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Mayur Shivtarkar,https://www.kabaddiadda.com/player/mayur-shivtarkar-1000089?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Mayur Shivtarkar,https://www.kabaddiadda.com/player/mayur-shivtarkar-1000089?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Nirma Kaswan,https://www.kabaddiadda.com/player/nirma-kaswan-5002351?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Nirma Kaswan,https://www.kabaddiadda.com/player/nirma-kaswan-5002351?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Sagar Malik,https://www.kabaddiadda.com/player/sagar-malik-5003673?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Sagar Malik,https://www.kabaddiadda.com/player/sagar-malik-5003673?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Parteek Hooda,https://www.kabaddiadda.com/player/parteek-hooda-5003546?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Parteek Hooda,https://www.kabaddiadda.com/player/parteek-hooda-5003546?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Milad Jabbari,https://www.kabaddiadda.com/player/milad-jabbari-5005332?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
Milad Jabbari,https://www.kabaddiadda.com/player/milad-jabbari-5005332?tab=auction,Pro Kabaddi Season 4,Bengaluru Bulls,5.00 L,SOLD
Amit Singh Chillar,https://www.kabaddiadda.com/player/amit-singh-chillar-1000184?tab=auction,Pro Kabaddi Season 6,Dabang Delhi KC,8.00 L,SOLD
